,label,label_coarse,confidence,error,has_face,large_face,
27241,Dutch_oven,cooking,0.03808707,3.2678804,0,0,
27242,Dutch_oven,cooking,0.9377483,0.064273834,0,0,
27243,Dutch_oven,cooking,0.93979615,0.06209278,0,0,
27244,Dutch_oven,cooking,0.6781801,0.3883419,0,0,
27245,Dutch_oven,cooking,0.93264246,0.06973362,0,0,
27246,Dutch_oven,cooking,0.9918058,0.008228302,0,0,
27247,Dutch_oven,cooking,0.014919363,4.2050953,0,0,
27248,Dutch_oven,cooking,0.8790922,0.12886524,0,0,
27249,Dutch_oven,cooking,0.8965452,0.1092062,1,0,
27250,electric_fan,electronics,0.01067443,4.5399036,0,0,
27251,electric_fan,electronics,0.99675363,0.0032520294,0,0,
27252,electric_fan,electronics,0.19836657,1.6176391,0,0,
27253,electric_fan,electronics,0.73590064,0.3066597,0,0,
27254,electric_fan,electronics,0.99950945,0.0004901886,0,0,
27255,electric_fan,electronics,0.9989507,0.0010499954,0,0,
27256,electric_fan,electronics,0.04641605,3.0701094,0,0,
27257,electric_fan,electronics,0.99646723,0.0035390854,0,0,
27258,electric_fan,electronics,0.9970471,0.002957344,0,0,
27259,electric_fan,electronics,0.87038124,0.13882351,0,0,
27260,electric_fan,electronics,0.9453246,0.05622673,0,0,
27261,electric_fan,electronics,0.9965048,0.0035009384,0,0,
27262,electric_fan,electronics,0.5289996,0.6367674,0,0,
27263,electric_fan,electronics,0.9948501,0.0051631927,0,0,
27264,electric_fan,electronics,0.98348373,0.016654015,0,0,
27265,electric_fan,electronics,0.9950788,0.0049333572,0,0,
27266,electric_fan,electronics,0.81437844,0.2053299,0,0,
27267,electric_fan,electronics,0.97345936,0.026899338,0,0,
27268,electric_fan,electronics,0.94957596,0.051739693,0,0,
27269,electric_fan,electronics,0.8735934,0.13514042,0,0,
27270,electric_fan,electronics,0.87668073,0.13161278,0,0,
27271,electric_fan,electronics,0.99155784,0.008478165,0,0,
27272,electric_fan,electronics,0.1694709,1.7750745,0,0,
27273,electric_fan,electronics,0.9990361,0.00096416473,0,0,
27274,electric_fan,electronics,0.09775425,2.3252988,0,0,
27275,electric_fan,electronics,0.97853905,0.021694183,0,0,
27276,electric_fan,electronics,0.99214864,0.007882118,0,0,
27277,electric_fan,electronics,0.67035615,0.3999462,0,0,
27278,electric_fan,electronics,0.9749908,0.025327682,0,0,
27279,electric_fan,electronics,0.9178614,0.08570862,0,0,
27280,electric_fan,electronics,0.040568978,3.2047515,0,0,
27281,electric_fan,electronics,0.99894863,0.0010519028,0,0,
27282,electric_fan,electronics,0.006500202,5.0359225,0,0,
27283,electric_fan,electronics,0.3696242,0.9952688,0,0,
27284,electric_fan,electronics,0.0061240266,5.0955353,0,0,
27285,electric_fan,electronics,0.89381856,0.112252235,0,0,
27286,electric_fan,electronics,0.9004004,0.10491562,0,0,
27287,electric_fan,electronics,0.30055422,1.2021275,0,0,
27288,electric_fan,electronics,0.2121751,1.550343,0,0,
27289,electric_fan,electronics,0.0039594052,5.531661,0,0,
27290,electric_fan,electronics,0.5625231,0.5753231,1,1,
27291,electric_fan,electronics,0.99273926,0.0072870255,0,0,
27292,electric_fan,electronics,0.7186541,0.33037472,0,0,
27293,electric_fan,electronics,0.8892719,0.117352486,0,0,
27294,electric_fan,electronics,0.19813745,1.6187944,0,0,
27295,electric_fan,electronics,0.96678036,0.033783913,0,0,
27296,electric_fan,electronics,0.95247257,0.048693657,0,0,
27297,electric_fan,electronics,0.95094585,0.050297737,0,0,
27298,electric_fan,electronics,0.03770713,3.2779064,0,0,
27299,electric_fan,electronics,0.99914,0.00086021423,0,0,
27300,electric_guitar,instrument,0.9486179,0.052749634,1,1,
27301,electric_guitar,instrument,0.67337126,0.39545822,1,1,
27302,electric_guitar,instrument,0.019446155,3.940106,0,0,
27303,electric_guitar,instrument,0.53988284,0.6164036,0,0,
27304,electric_guitar,instrument,0.4532153,0.7913885,1,1,
27305,electric_guitar,instrument,0.8589569,0.15203667,0,0,
27306,electric_guitar,instrument,0.4099583,0.89170027,1,1,
27307,electric_guitar,instrument,0.0069573284,4.9679594,1,0,
27308,electric_guitar,instrument,0.84448755,0.16902542,0,0,
27309,electric_guitar,instrument,0.286662,1.2494512,0,0,
27310,electric_guitar,instrument,0.02317737,3.7645783,1,1,
27311,electric_guitar,instrument,0.06523896,2.7296982,1,0,
27312,electric_guitar,instrument,0.9633442,0.037344933,0,0,
27313,electric_guitar,instrument,0.051542636,2.9653454,0,0,
27314,electric_guitar,instrument,0.10560419,2.248057,1,1,
27315,electric_guitar,instrument,0.83328605,0.18237877,0,0,
27316,electric_guitar,instrument,0.008533423,4.7637644,1,1,
27317,electric_guitar,instrument,0.5975901,0.5148506,1,1,
27318,electric_guitar,instrument,0.50149214,0.6901674,1,1,
27319,electric_guitar,instrument,0.34241754,1.0717249,0,0,
27320,electric_guitar,instrument,0.6720877,0.39736652,0,0,
27321,electric_guitar,instrument,0.7794527,0.24916363,0,0,
27322,electric_guitar,instrument,0.6603399,0.41500092,0,0,
27323,electric_guitar,instrument,0.15895596,1.8391285,1,1,
27324,electric_guitar,instrument,0.24942032,1.3886156,1,1,
27325,electric_guitar,instrument,0.6573346,0.41956234,1,1,
27326,electric_guitar,instrument,0.72738874,0.31829453,0,0,
27327,electric_guitar,instrument,0.96788055,0.03264618,0,0,
27328,electric_guitar,instrument,0.06593397,2.719101,1,1,
27329,electric_guitar,instrument,0.12475025,2.0814419,1,1,
27330,electric_guitar,instrument,0.019821847,3.920971,1,1,
27331,electric_guitar,instrument,0.032119814,3.438282,1,0,
27332,electric_guitar,instrument,0.059953045,2.8141937,1,1,
27333,electric_guitar,instrument,0.8653103,0.14466667,1,1,
27334,electric_guitar,instrument,0.039499257,3.2314734,1,0,
27335,electric_guitar,instrument,0.52509356,0.6441784,0,0,
27336,electric_guitar,instrument,0.94886404,0.052490234,0,0,
27337,electric_guitar,instrument,0.08922009,2.4166489,1,0,
27338,electric_guitar,instrument,0.8245626,0.19290257,0,0,
27339,electric_guitar,instrument,0.5062805,0.68066406,0,0,
27340,electric_guitar,instrument,0.03187642,3.445889,1,0,
27341,electric_guitar,instrument,0.0789631,2.538775,0,0,
27342,electric_guitar,instrument,0.16069649,1.828238,0,0,
27343,electric_guitar,instrument,0.26363665,1.3331833,1,1,
27344,electric_guitar,instrument,0.92716664,0.07562256,0,0,
27345,electric_guitar,instrument,0.1419726,1.9521208,1,1,
27346,electric_guitar,instrument,0.047243573,3.0524387,1,0,
27347,electric_guitar,instrument,0.8368055,0.17816353,1,1,
27348,electric_guitar,instrument,0.4757931,0.7427721,1,1,
27349,electric_guitar,instrument,0.94535494,0.05619526,1,1,
27350,electric_locomotive,train,0.8690989,0.14029789,1,0,
27351,electric_locomotive,train,0.1284148,2.0524898,0,0,
27352,electric_locomotive,train,0.90300757,0.10202408,0,0,
27353,electric_locomotive,train,0.8051306,0.2167511,0,0,
27354,electric_locomotive,train,0.039878476,3.2219186,0,0,
27355,electric_locomotive,train,0.9595563,0.04128456,0,0,
27356,electric_locomotive,train,0.6404993,0.44550705,1,0,
27357,electric_locomotive,train,0.638179,0.44913673,1,0,
27358,electric_locomotive,train,0.97832173,0.02191639,1,0,
27359,electric_locomotive,train,0.92296356,0.08016586,0,0,
27360,electric_locomotive,train,0.5341518,0.6270752,0,0,
27361,electric_locomotive,train,0.9676844,0.03284931,0,0,
27362,electric_locomotive,train,0.9514914,0.04972458,0,0,
27363,electric_locomotive,train,0.60392565,0.50430393,0,0,
27364,electric_locomotive,train,0.10506801,2.2531476,1,0,
27365,electric_locomotive,train,0.9146,0.089268684,0,0,
27366,electric_locomotive,train,0.8653248,0.14465046,0,0,
27367,electric_locomotive,train,0.914877,0.088965416,0,0,
27368,electric_locomotive,train,0.9533831,0.047738075,0,0,
27369,electric_locomotive,train,0.9584267,0.04246235,0,0,
27370,electric_locomotive,train,0.15045212,1.8941107,0,0,
27371,electric_locomotive,train,0.89538044,0.11050701,0,0,
27372,electric_locomotive,train,0.89011025,0.116410255,0,0,
27373,electric_locomotive,train,0.85876286,0.15226269,0,0,
27374,electric_locomotive,train,0.9416428,0.060129166,0,0,
27375,electric_locomotive,train,0.9826362,0.017516136,0,0,
27376,electric_locomotive,train,0.7018694,0.35400772,0,0,
27377,electric_locomotive,train,0.91800505,0.085552216,1,0,
27378,electric_locomotive,train,0.94497234,0.056599617,0,0,
27379,electric_locomotive,train,0.026783718,3.6199613,0,0,
27380,electric_locomotive,train,5.6403776e-05,9.782974,0,0,
27381,electric_locomotive,train,0.31018123,1.1705985,0,0,
27382,electric_locomotive,train,0.9419479,0.059804916,0,0,
27383,electric_locomotive,train,0.4218569,0.86308956,0,0,
27384,electric_locomotive,train,0.9372339,0.0648222,0,0,
27385,electric_locomotive,train,0.9786199,0.021612167,0,0,
27386,electric_locomotive,train,0.50291115,0.6873417,0,0,
27387,electric_locomotive,train,0.10681318,2.2366743,0,0,
27388,electric_locomotive,train,0.93573636,0.06642151,0,0,
27389,electric_locomotive,train,0.91763496,0.08595562,0,0,
27390,electric_locomotive,train,0.85543466,0.1561451,0,0,
27391,electric_locomotive,train,0.82306856,0.1947155,0,0,
27392,electric_locomotive,train,0.50841695,0.6764531,0,0,
27393,electric_locomotive,train,0.777966,0.25107193,0,0,
27394,electric_locomotive,train,0.9901777,0.009870529,0,0,
27395,electric_locomotive,train,0.76943606,0.26209736,1,0,
27396,electric_locomotive,train,0.82073313,0.19755745,0,0,
27397,electric_locomotive,train,0.9582592,0.04263687,0,0,
27398,electric_locomotive,train,0.95329356,0.04783249,0,0,
27399,electric_locomotive,train,0.98447025,0.015651703,0,0,
27400,entertainment_center,furniture,0.980445,0.019748688,0,0,
27401,entertainment_center,furniture,0.9918926,0.008140564,0,0,
27402,entertainment_center,furniture,0.80400974,0.21814346,0,0,
27403,entertainment_center,furniture,0.8720718,0.13688374,0,0,
27404,entertainment_center,furniture,0.95017344,0.05111122,0,0,
27405,entertainment_center,furniture,0.72466016,0.322052,0,0,
27406,entertainment_center,furniture,0.74625766,0.29268456,0,0,
27407,entertainment_center,furniture,0.9691451,0.0313406,0,0,
27408,entertainment_center,furniture,0.96832925,0.032182693,0,0,
27409,entertainment_center,furniture,0.7449264,0.29446983,0,0,
27410,entertainment_center,furniture,0.95457625,0.04648781,0,0,
27411,entertainment_center,furniture,0.9711929,0.029230118,0,0,
27412,entertainment_center,furniture,0.75566036,0.28016376,0,0,
27413,entertainment_center,furniture,0.82816666,0.18854046,0,0,
27414,entertainment_center,furniture,0.9778061,0.022443771,0,0,
27415,entertainment_center,furniture,0.98960984,0.010444641,0,0,
27416,entertainment_center,furniture,0.8102646,0.21039486,0,0,
27417,entertainment_center,furniture,0.2861955,1.2510805,0,0,
27418,entertainment_center,furniture,0.9817525,0.018416405,0,0,
27419,entertainment_center,furniture,0.40730602,0.8981905,0,0,
27420,entertainment_center,furniture,0.930476,0.07205868,0,0,
27421,entertainment_center,furniture,0.3708047,0.99207973,0,0,
27422,entertainment_center,furniture,0.9286228,0.07405281,0,0,
27423,entertainment_center,furniture,0.81729174,0.20175934,0,0,
27424,entertainment_center,furniture,0.9447376,0.056847572,0,0,
27425,entertainment_center,furniture,0.9768683,0.023403168,0,0,
27426,entertainment_center,furniture,0.023609525,3.7461047,0,0,
27427,entertainment_center,furniture,0.9466137,0.05486393,0,0,
27428,entertainment_center,furniture,0.92732173,0.07545471,0,0,
27429,entertainment_center,furniture,0.62341225,0.47254753,0,0,
27430,entertainment_center,furniture,0.94905674,0.0522871,0,0,
27431,entertainment_center,furniture,0.9068799,0.09774494,0,0,
27432,entertainment_center,furniture,0.81580365,0.20358181,0,0,
27433,entertainment_center,furniture,0.7024316,0.3532076,0,0,
27434,entertainment_center,furniture,0.9943346,0.0056819916,0,0,
27435,entertainment_center,furniture,0.9809598,0.019224167,0,0,
27436,entertainment_center,furniture,0.22838993,1.4767008,0,0,
27437,entertainment_center,furniture,0.9507999,0.05045128,1,0,
27438,entertainment_center,furniture,0.8180415,0.2008419,0,0,
27439,entertainment_center,furniture,0.98723257,0.012849808,0,0,
27440,entertainment_center,furniture,0.93183607,0.0705986,0,0,
27441,entertainment_center,furniture,0.97279954,0.0275774,1,0,
27442,entertainment_center,furniture,0.8073067,0.21405125,1,0,
27443,entertainment_center,furniture,0.9568738,0.044083595,0,0,
27444,entertainment_center,furniture,0.9907426,0.009300232,0,0,
27445,entertainment_center,furniture,0.14282186,1.946157,0,0,
27446,entertainment_center,furniture,0.6020264,0.5074539,0,0,
27447,entertainment_center,furniture,0.88883626,0.117842674,0,0,
27448,entertainment_center,furniture,0.7699385,0.26144505,0,0,
27449,entertainment_center,furniture,0.66209453,0.41234684,0,0,
27450,envelope,paper,0.27888757,1.2769465,0,0,
27451,envelope,paper,0.11826553,2.1348224,0,0,
27452,envelope,paper,0.023980087,3.7305317,0,0,
27453,envelope,paper,0.72820395,0.31717396,0,0,
27454,envelope,paper,0.038631033,3.2536993,0,0,
27455,envelope,paper,0.22293626,1.5008693,1,0,
27456,envelope,paper,0.41787574,0.872571,0,0,
27457,envelope,paper,0.068451755,2.6816258,0,0,
27458,envelope,paper,0.3035417,1.192236,0,0,
27459,envelope,paper,0.67946583,0.3864479,0,0,
27460,envelope,paper,0.002381742,6.039923,0,0,
27461,envelope,paper,0.12234489,2.1009111,0,0,
27462,envelope,paper,0.00033063957,8.0144825,0,0,
27463,envelope,paper,0.86380833,0.14640427,0,0,
27464,envelope,paper,0.06140117,2.7903266,0,0,
27465,envelope,paper,0.008070204,4.8195763,0,0,
27466,envelope,paper,0.022762515,3.7826405,0,0,
27467,envelope,paper,0.3471487,1.0580025,0,0,
27468,envelope,paper,3.258661e-05,10.331609,1,0,
27469,envelope,paper,0.001075794,6.834697,0,0,
27470,envelope,paper,0.01982291,3.920917,1,1,
27471,envelope,paper,0.26451442,1.3298597,0,0,
27472,envelope,paper,0.024502069,3.7089977,1,1,
27473,envelope,paper,0.0041233925,5.491079,0,0,
27474,envelope,paper,0.6317048,0.45933342,0,0,
27475,envelope,paper,0.47935823,0.73530674,0,0,
27476,envelope,paper,0.90105486,0.10418892,0,0,
27477,envelope,paper,0.6616038,0.4130888,0,0,
27478,envelope,paper,0.6756019,0.39215088,0,0,
27479,envelope,paper,0.099598445,2.3066082,1,0,
27480,envelope,paper,0.20613249,1.5792365,0,0,
27481,envelope,paper,0.031647306,3.453102,0,0,
27482,envelope,paper,0.08043712,2.52028,0,0,
27483,envelope,paper,0.6085767,0.49663258,0,0,
27484,envelope,paper,0.51316607,0.6671562,0,0,
27485,envelope,paper,0.07686761,2.565671,0,0,
27486,envelope,paper,0.1788332,1.7213016,0,0,
27487,envelope,paper,0.70735997,0.34621525,0,0,
27488,envelope,paper,0.003191793,5.747172,0,0,
27489,envelope,paper,0.119900525,2.1210923,0,0,
27490,envelope,paper,0.3044259,1.1893272,0,0,
27491,envelope,paper,0.18656893,1.6789541,0,0,
27492,envelope,paper,0.038849417,3.2480626,0,0,
27493,envelope,paper,0.216869,1.5284615,0,0,
27494,envelope,paper,0.013264995,4.322627,0,0,
27495,envelope,paper,0.0976473,2.3263936,0,0,
27496,envelope,paper,0.13005431,2.039803,0,0,
27497,envelope,paper,0.00583403,5.144047,0,0,
27498,envelope,paper,0.029533109,3.5222435,0,0,
27499,envelope,paper,0.68002427,0.3856268,0,0,
27500,espresso_maker,cooking,0.10687821,2.2360659,0,0,
27501,espresso_maker,cooking,0.98926383,0.01079464,0,0,
27502,espresso_maker,cooking,0.9968821,0.0031232834,0,0,
27503,espresso_maker,cooking,0.99864954,0.0013513565,0,0,
27504,espresso_maker,cooking,0.96024233,0.040569305,0,0,
27505,espresso_maker,cooking,0.9924663,0.0075626373,0,0,
27506,espresso_maker,cooking,0.9943574,0.0056581497,0,0,
27507,espresso_maker,cooking,0.9293146,0.07330799,0,0,
27508,espresso_maker,cooking,0.93258816,0.069791794,0,0,
27509,espresso_maker,cooking,0.4855963,0.7223778,0,0,
27510,espresso_maker,cooking,0.93494165,0.06727123,0,0,
27511,espresso_maker,cooking,0.66414124,0.40926075,0,0,
27512,espresso_maker,cooking,0.8848735,0.12231064,0,0,
27513,espresso_maker,cooking,0.9047392,0.10010815,0,0,
27514,espresso_maker,cooking,0.58227336,0.54081535,0,0,
27515,espresso_maker,cooking,0.12977794,2.0419302,0,0,
27516,espresso_maker,cooking,0.49560875,0.7019682,0,0,
27517,espresso_maker,cooking,0.047437914,3.0483332,0,0,
27518,espresso_maker,cooking,0.9303161,0.07223129,0,0,
27519,espresso_maker,cooking,0.15727131,1.8497825,0,0,
27520,espresso_maker,cooking,0.06926805,2.6697717,0,0,
27521,espresso_maker,cooking,0.99765754,0.0023450851,0,0,
27522,espresso_maker,cooking,0.21730992,1.5264311,0,0,
27523,espresso_maker,cooking,0.9589809,0.041884422,0,0,
27524,espresso_maker,cooking,0.9978059,0.002196312,0,0,
27525,espresso_maker,cooking,0.039905056,3.221252,0,0,
27526,espresso_maker,cooking,0.8757572,0.13266659,0,0,
27527,espresso_maker,cooking,0.8281261,0.18859005,0,0,
27528,espresso_maker,cooking,0.606873,0.49943542,0,0,
27529,espresso_maker,cooking,0.3964955,0.9250908,0,0,
27530,espresso_maker,cooking,0.8566556,0.15471935,0,0,
27531,espresso_maker,cooking,0.026731271,3.6219215,0,0,
27532,espresso_maker,cooking,0.00017814287,8.632924,1,1,
27533,espresso_maker,cooking,0.47404557,0.7464514,0,0,
27534,espresso_maker,cooking,0.6925524,0.36737156,0,0,
27535,espresso_maker,cooking,0.2624354,1.33775,0,0,
27536,espresso_maker,cooking,0.9206431,0.08268261,0,0,
27537,espresso_maker,cooking,0.6797439,0.38603878,0,0,
27538,espresso_maker,cooking,0.29129067,1.2334337,0,0,
27539,espresso_maker,cooking,0.9924986,0.0075292587,0,0,
27540,espresso_maker,cooking,0.018517995,3.9890127,0,0,
27541,espresso_maker,cooking,0.52569,0.6430435,0,0,
27542,espresso_maker,cooking,0.45839766,0.78001785,0,0,
27543,espresso_maker,cooking,0.99499774,0.0050144196,0,0,
27544,espresso_maker,cooking,0.98219275,0.017967224,0,0,
27545,espresso_maker,cooking,0.9398804,0.062003136,0,0,
27546,espresso_maker,cooking,0.033824433,3.3865724,0,0,
27547,espresso_maker,cooking,0.9137813,0.090164185,0,0,
27548,espresso_maker,cooking,0.01857908,3.9857187,0,0,
27549,espresso_maker,cooking,0.94700646,0.05444908,0,0,
27550,face_powder,other,0.8415898,0.17246246,0,0,
27551,face_powder,other,0.65280384,0.4264784,0,0,
27552,face_powder,other,0.96514314,0.035478592,0,0,
27553,face_powder,other,0.37940753,0.9691448,0,0,
27554,face_powder,other,0.6348052,0.45443726,0,0,
27555,face_powder,other,0.92783344,0.07490349,0,0,
27556,face_powder,other,0.17891337,1.7208538,0,0,
27557,face_powder,other,0.5419087,0.61265755,0,0,
27558,face_powder,other,0.4029984,0.908823,0,0,
27559,face_powder,other,0.021998463,3.8167825,0,0,
27560,face_powder,other,0.062857404,2.7668862,0,0,
27561,face_powder,other,0.52731335,0.6399603,0,0,
27562,face_powder,other,9.57132e-05,9.254154,0,0,
27563,face_powder,other,0.44972226,0.7991247,0,0,
27564,face_powder,other,0.9396012,0.06229973,0,0,
27565,face_powder,other,0.03490231,3.3552022,0,0,
27566,face_powder,other,0.35230213,1.0432663,0,0,
27567,face_powder,other,0.7934537,0.23136044,0,0,
27568,face_powder,other,0.33701488,1.0876284,0,0,
27569,face_powder,other,0.15708314,1.8509798,0,0,
27570,face_powder,other,0.8227174,0.19514275,0,0,
27571,face_powder,other,0.24227872,1.417666,0,0,
27572,face_powder,other,0.6977684,0.35986805,0,0,
27573,face_powder,other,0.11472675,2.1652021,0,0,
27574,face_powder,other,0.34926754,1.0519171,1,1,
27575,face_powder,other,0.12700163,2.0635552,0,0,
27576,face_powder,other,0.32571462,1.1217337,0,0,
27577,face_powder,other,0.11054666,2.2023172,0,0,
27578,face_powder,other,0.4560976,0.7850485,0,0,
27579,face_powder,other,0.47845358,0.73719597,0,0,
27580,face_powder,other,0.31867898,1.1435709,0,0,
27581,face_powder,other,0.14282969,1.9461026,0,0,
27582,face_powder,other,0.29748473,1.2123928,0,0,
27583,face_powder,other,0.017204802,4.0625668,0,0,
27584,face_powder,other,0.00351634,5.650335,0,0,
27585,face_powder,other,0.17556144,1.7397666,0,0,
27586,face_powder,other,0.082408085,2.4960723,0,0,
27587,face_powder,other,0.22126308,1.5084028,0,0,
27588,face_powder,other,0.66920495,0.40166473,0,0,
27589,face_powder,other,0.0893755,2.414909,0,0,
27590,face_powder,other,0.86752236,0.14211369,0,0,
27591,face_powder,other,0.09309131,2.3741746,1,1,
27592,face_powder,other,0.0040755556,5.5027485,0,0,
27593,face_powder,other,0.55150485,0.5951042,0,0,
27594,face_powder,other,0.44369498,0.81261826,0,0,
27595,face_powder,other,0.2801792,1.2723255,0,0,
27596,face_powder,other,0.018064974,4.01378,1,1,
27597,face_powder,other,0.92488205,0.07808876,0,0,
27598,face_powder,other,0.11253447,2.184496,0,0,
27599,face_powder,other,0.0012126426,6.714953,0,0,
27600,feather_boa,accessory,0.9999479,5.1498413e-05,1,1,
27601,feather_boa,accessory,0.041674376,3.1778688,0,0,
27602,feather_boa,accessory,0.17683887,1.7325158,1,1,
27603,feather_boa,accessory,0.9621884,0.038544655,1,1,
27604,feather_boa,accessory,0.7425775,0.2976284,1,1,
27605,feather_boa,accessory,0.0005461734,7.512574,0,0,
27606,feather_boa,accessory,0.1595125,1.8356328,1,0,
27607,feather_boa,accessory,0.8666226,0.14315128,1,0,
27608,feather_boa,accessory,0.68001485,0.3856411,1,1,
27609,feather_boa,accessory,0.68408567,0.37967205,1,0,
27610,feather_boa,accessory,0.9736623,0.026690483,1,1,
27611,feather_boa,accessory,0.99785185,0.002149582,1,1,
27612,feather_boa,accessory,0.5390275,0.6179886,1,1,
27613,feather_boa,accessory,0.9827738,0.017375946,1,1,
27614,feather_boa,accessory,0.94980294,0.05150032,0,0,
27615,feather_boa,accessory,0.9953199,0.004691124,1,1,
27616,feather_boa,accessory,0.1486131,1.9064088,1,1,
27617,feather_boa,accessory,0.9953621,0.0046491623,1,1,
27618,feather_boa,accessory,0.95457363,0.04649067,1,1,
27619,feather_boa,accessory,0.94287986,0.058815956,0,0,
27620,feather_boa,accessory,0.010614183,4.5455637,1,1,
27621,feather_boa,accessory,0.0030679996,5.7867293,0,0,
27622,feather_boa,accessory,0.003936358,5.537499,0,0,
27623,feather_boa,accessory,0.9960924,0.003914833,1,1,
27624,feather_boa,accessory,0.9997868,0.00021362305,1,1,
27625,feather_boa,accessory,0.25404358,1.3702497,1,0,
27626,feather_boa,accessory,0.92723346,0.07555008,1,1,
27627,feather_boa,accessory,0.11110589,2.1972718,1,1,
27628,feather_boa,accessory,0.8996027,0.105802536,1,1,
27629,feather_boa,accessory,0.94965893,0.051651955,1,1,
27630,feather_boa,accessory,0.013657851,4.293441,0,0,
27631,feather_boa,accessory,0.99878687,0.0012130737,0,0,
27632,feather_boa,accessory,0.48570916,0.7221451,1,1,
27633,feather_boa,accessory,0.9995834,0.000415802,1,1,
27634,feather_boa,accessory,0.3728031,0.9867053,1,1,
27635,feather_boa,accessory,0.7445505,0.29497433,1,0,
27636,feather_boa,accessory,0.6459751,0.43699455,1,1,
27637,feather_boa,accessory,0.05667723,2.8703828,1,1,
27638,feather_boa,accessory,0.09175711,2.38861,1,1,
27639,feather_boa,accessory,0.0056946143,5.168234,0,0,
27640,feather_boa,accessory,0.8650735,0.14494038,1,1,
27641,feather_boa,accessory,0.1524252,1.8810816,1,1,
27642,feather_boa,accessory,0.050545897,2.9848733,0,0,
27643,feather_boa,accessory,0.98552483,0.014580727,0,0,
27644,feather_boa,accessory,0.9888997,0.011162758,0,0,
27645,feather_boa,accessory,0.3770136,0.97547436,1,1,
27646,feather_boa,accessory,0.9992631,0.00073719025,1,1,
27647,feather_boa,accessory,0.40201676,0.91126156,1,1,
27648,feather_boa,accessory,0.9997727,0.00022697449,1,1,
27649,feather_boa,accessory,0.99653757,0.0034685135,1,0,
27650,file,furniture,0.25973138,1.3481073,0,0,
27651,file,furniture,0.006443918,5.0446186,0,0,
27652,file,furniture,0.9666568,0.033911705,0,0,
27653,file,furniture,0.69528794,0.36342907,0,0,
27654,file,furniture,0.88739216,0.11946869,0,0,
27655,file,furniture,0.86595684,0.14391994,0,0,
27656,file,furniture,0.1449832,1.9311371,0,0,
27657,file,furniture,0.992272,0.0077581406,0,0,
27658,file,furniture,0.76132154,0.27269936,0,0,
27659,file,furniture,0.9897885,0.010264397,1,0,
27660,file,furniture,0.45914632,0.7783861,0,0,
27661,file,furniture,0.85958093,0.15130997,0,0,
27662,file,furniture,0.92294854,0.080182076,0,0,
27663,file,furniture,0.9837388,0.016394615,0,0,
27664,file,furniture,0.62164026,0.4753933,0,0,
27665,file,furniture,0.8461129,0.16710281,0,0,
27666,file,furniture,0.8813562,0.12629318,0,0,
27667,file,furniture,0.85543346,0.156147,0,0,
27668,file,furniture,0.97923195,0.020986557,0,0,
27669,file,furniture,0.98983216,0.010219574,0,0,
27670,file,furniture,0.044488918,3.112515,0,0,
27671,file,furniture,0.12192068,2.1043844,0,0,
27672,file,furniture,0.04659985,3.0661578,0,0,
27673,file,furniture,0.96938837,0.031089783,0,0,
27674,file,furniture,0.99436307,0.0056524277,0,0,
27675,file,furniture,0.6221868,0.47451496,0,0,
27676,file,furniture,0.006600283,5.0206428,0,0,
27677,file,furniture,0.9942948,0.005721092,1,0,
27678,file,furniture,0.8082099,0.21293354,0,0,
27679,file,furniture,0.93631667,0.06580162,0,0,
27680,file,furniture,0.19182703,1.6511612,0,0,
27681,file,furniture,0.0025479659,5.9724603,0,0,
27682,file,furniture,0.48420793,0.7252412,0,0,
27683,file,furniture,0.9944689,0.00554657,0,0,
27684,file,furniture,0.9345181,0.06772423,0,0,
27685,file,furniture,0.948878,0.052474976,0,0,
27686,file,furniture,0.08334253,2.4847965,0,0,
27687,file,furniture,0.3891715,0.9437351,0,0,
27688,file,furniture,0.07014159,2.657239,0,0,
27689,file,furniture,0.86855453,0.1409254,0,0,
27690,file,furniture,0.66288936,0.41114712,0,0,
27691,file,furniture,0.29099604,1.234446,0,0,
27692,file,furniture,0.8510921,0.16123486,0,0,
27693,file,furniture,0.98607314,0.0140247345,0,0,
27694,file,furniture,0.9765785,0.02369976,0,0,
27695,file,furniture,0.97750515,0.022751808,0,0,
27696,file,furniture,0.9819726,0.018192291,1,0,
27697,file,furniture,0.43607458,0.82994175,0,0,
27698,file,furniture,0.96063423,0.040161133,0,0,
27699,file,furniture,0.9164478,0.087249756,0,0,
27700,fireboat,boat,0.7452975,0.29397202,0,0,
27701,fireboat,boat,0.9985751,0.0014257431,0,0,
27702,fireboat,boat,0.9632404,0.037452698,0,0,
27703,fireboat,boat,0.9883599,0.01170826,0,0,
27704,fireboat,boat,0.59390473,0.52103615,0,0,
27705,fireboat,boat,0.224646,1.4932299,1,0,
27706,fireboat,boat,0.89190346,0.11439705,0,0,
27707,fireboat,boat,0.13033909,2.0376158,1,0,
27708,fireboat,boat,0.999356,0.00064468384,0,0,
27709,fireboat,boat,0.9907684,0.009274483,0,0,
27710,fireboat,boat,0.9985045,0.001496315,0,0,
27711,fireboat,boat,0.31281868,1.1621313,0,0,
27712,fireboat,boat,0.952683,0.04847336,0,0,
27713,fireboat,boat,0.9938507,0.0061683655,0,0,
27714,fireboat,boat,0.9089978,0.095412254,0,0,
27715,fireboat,boat,0.9294352,0.07317829,0,0,
27716,fireboat,boat,0.88552964,0.12156963,0,0,
27717,fireboat,boat,0.57421255,0.5547552,0,0,
27718,fireboat,boat,0.9993253,0.0006752014,0,0,
